,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-04-24,SE CON MEN JUN/15,SE,2015-07-01,3.0,352.0,2.0,68.0,67.0,0.0,,2,
1,2015-04-25,SE CON MEN JUN/15,SE,2015-07-01,,352.3,2.0,68.0,66.0,1.0,,2,0.0008522727272728403
2,2015-04-26,SE CON MEN JUN/15,SE,2015-07-01,,352.6,2.0,68.0,65.0,2.0,,2,0.0008515469770082884
3,2015-04-27,SE CON MEN JUN/15,SE,2015-07-01,,352.9,2.0,68.0,64.0,3.0,,2,0.0008508224617127524
4,2015-04-28,SE CON MEN JUN/15,SE,2015-07-01,,353.2,2.0,68.0,63.0,4.0,,2,0.0008500991782374179
5,2015-04-29,SE CON MEN JUN/15,SE,2015-07-01,,353.5,2.0,68.0,62.0,5.0,,2,0.000849377123442796
6,2015-04-30,SE CON MEN JUN/15,SE,2015-07-01,,353.8,2.0,68.0,61.0,6.0,,2,0.0008486562942009446
7,2015-05-01,,,,,,,,,,1.75,,
8,2015-05-02,,,,,,,,,,1.75,,
9,2015-05-03,,,,,,,,,,1.75,,
10,2015-05-04,,,,,,,,,,1.75,,
11,2015-05-05,,,,,,,,,,1.75,,
12,2015-05-06,,,,,,,,,,1.75,,
13,2015-05-07,,,,,,,,,,1.75,,
14,2015-05-08,,,,,,,,,,1.75,,
15,2015-05-09,,,,,,,,,,1.75,,
16,2015-05-10,,,,,,,,,,1.75,,
17,2015-05-11,,,,,,,,,,1.75,,
18,2015-05-12,,,,,,,,,,1.75,,
19,2015-05-13,,,,,,,,,,1.75,,
20,2015-05-14,,,,,,,,,,1.75,,
21,2015-05-15,,,,,,,,,,1.75,,
22,2015-05-16,,,,,,,,,,1.75,,
23,2015-05-17,,,,,,,,,,1.75,,
24,2015-05-18,,,,,,,,,,1.75,,
25,2015-05-19,,,,,,,,,,1.75,,
26,2015-05-20,,,,,,,,,,1.75,,
27,2015-05-21,,,,,,,,,,1.75,,
28,2015-05-22,,,,,,,,,,1.75,,
29,2015-05-23,,,,,,,,,,1.75,,
30,2015-05-24,,,,,,,,,,1.75,,
31,2015-05-25,,,,,,,,,,1.75,,
