,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-04-24,SE CON MEN MAI/15,SE,2015-06-01,3.0,375.3333333333333,1.0,38.0,37.0,0.0,,1,2.2902283603051403
1,2015-04-25,SE CON MEN MAI/15,SE,2015-06-01,,375.4980392156863,1.0,38.0,36.0,1.0,,1,2.2906670896683945
2,2015-04-26,SE CON MEN MAI/15,SE,2015-06-01,,375.6627450980392,1.0,38.0,35.0,2.0,,1,2.2911056266326026
3,2015-04-27,SE CON MEN MAI/15,SE,2015-06-01,,375.82745098039214,1.0,38.0,34.0,3.0,,1,2.2915439713664387
4,2015-04-28,SE CON MEN MAI/15,SE,2015-06-01,,375.9921568627451,1.0,38.0,33.0,4.0,,1,2.2919821240383556
5,2015-04-29,SE CON MEN MAI/15,SE,2015-06-01,,376.15686274509807,1.0,38.0,32.0,5.0,,1,2.292420084816584
6,2015-04-30,SE CON MEN MAI/15,SE,2015-06-01,,376.321568627451,1.0,38.0,31.0,6.0,,1,2.292857853869134
7,2015-05-01,SE CON MEN JUN/15,SE,2015-07-01,,354.1,1.0,68.0,60.0,7.0,,1,1.650071653941751
8,2015-05-02,SE CON MEN JUN/15,SE,2015-07-01,,354.4,1.0,68.0,59.0,8.0,,1,1.650918513554819
9,2015-05-03,SE CON MEN JUN/15,SE,2015-07-01,,354.7,1.0,68.0,58.0,9.0,,1,1.6517646566034694
10,2015-05-04,SE CON MEN JUN/15,SE,2015-07-01,3.0,355.0,1.0,68.0,57.0,10.0,,1,1.652610084299309
11,2015-05-05,SE CON MEN JUN/15,SE,2015-07-01,,354.901,1.0,68.0,56.0,11.0,,1,1.6523311721674991
12,2015-05-06,SE CON MEN JUN/15,SE,2015-07-01,,354.802,1.0,68.0,55.0,12.0,,1,1.6520521822220093
13,2015-05-07,SE CON MEN JUN/15,SE,2015-07-01,,354.703,1.0,68.0,54.0,13.0,,1,1.6517731144194068
14,2015-05-08,SE CON MEN JUN/15,SE,2015-07-01,,354.604,1.0,68.0,53.0,14.0,,1,1.6514939687162267
15,2015-05-09,SE CON MEN JUN/15,SE,2015-07-01,,354.505,1.0,68.0,52.0,15.0,,1,1.6512147450689652
16,2015-05-10,SE CON MEN JUN/15,SE,2015-07-01,,354.406,1.0,68.0,51.0,16.0,,1,1.650935443434081
17,2015-05-11,SE CON MEN JUN/15,SE,2015-07-01,,354.307,1.0,68.0,50.0,17.0,,1,1.6506560637679994
18,2015-05-12,SE CON MEN JUN/15,SE,2015-07-01,,354.20799999999997,1.0,68.0,49.0,18.0,,1,1.6503766060271063
19,2015-05-13,SE CON MEN JUN/15,SE,2015-07-01,,354.109,1.0,68.0,48.0,19.0,,1,1.650097070167753
20,2015-05-14,SE CON MEN JUN/15,SE,2015-07-01,1.0,354.01,1.0,68.0,47.0,20.0,,1,1.6498174561462537
21,2015-05-15,SE CON MEN JUN/15,SE,2015-07-01,1.5,362.6666666666667,1.0,68.0,46.0,21.0,,1,1.6739764335716707
22,2015-05-16,SE CON MEN JUN/15,SE,2015-07-01,,361.94444444444446,1.0,68.0,45.0,22.0,,1,1.6719830264866733
23,2015-05-17,SE CON MEN JUN/15,SE,2015-07-01,,361.22222222222223,1.0,68.0,44.0,23.0,,1,1.6699856377915792
