,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-01-06,SE CON MEN JAN/15,SE,2015-02-01,1.0,378.0,0.0,26.0,25.0,0.0,,8,
1,2015-01-07,SE CON MEN JAN/15,SE,2015-02-01,,378.6666666666667,0.0,26.0,24.0,1.0,,8,0.0017636684303350414
2,2015-01-08,SE CON MEN JAN/15,SE,2015-02-01,,379.33333333333326,0.0,26.0,23.0,2.0,,8,0.0017605633802815213
3,2015-01-09,SE CON MEN JAN/15,SE,2015-02-01,3.0,380.0,0.0,26.0,22.0,3.0,,8,0.0017574692442883233
4,2015-01-10,SE CON MEN JAN/15,SE,2015-02-01,,380.2857142857143,0.0,26.0,21.0,4.0,,8,0.0007518796992480592
5,2015-01-11,SE CON MEN JAN/15,SE,2015-02-01,,380.57142857142856,0.0,26.0,20.0,5.0,,8,0.0007513148009015147
6,2015-01-12,SE CON MEN JAN/15,SE,2015-02-01,3.5,380.85714285714283,0.0,26.0,19.0,6.0,,8,0.0007507507507507061
7,2015-01-13,SE CON MEN JAN/15,SE,2015-02-01,,382.57142857142856,0.0,26.0,18.0,7.0,,8,0.004501125281320295
8,2015-01-14,SE CON MEN JAN/15,SE,2015-02-01,,384.2857142857143,0.0,26.0,17.0,8.0,,8,0.004480955937266717
9,2015-01-15,SE CON MEN JAN/15,SE,2015-02-01,1.0,386.0,0.0,26.0,16.0,9.0,,8,0.004460966542750855
10,2015-01-16,SE CON MEN JAN/15,SE,2015-02-01,,387.4,0.0,26.0,15.0,10.0,,8,0.0036269430051811824
11,2015-01-17,SE CON MEN JAN/15,SE,2015-02-01,,388.8,0.0,26.0,14.0,11.0,,8,0.0036138358286010863
12,2015-01-18,SE CON MEN JAN/15,SE,2015-02-01,,390.2,0.0,26.0,13.0,12.0,,8,0.0036008230452673207
13,2015-01-19,SE CON MEN JAN/15,SE,2015-02-01,,391.6,0.0,26.0,12.0,13.0,,8,0.0035879036391595065
14,2015-01-20,SE CON MEN JAN/15,SE,2015-02-01,4.0,393.0,0.0,26.0,11.0,14.0,,8,0.003575076608784311
15,2015-01-21,SE CON MEN JAN/15,SE,2015-02-01,1.0,393.5,0.0,26.0,10.0,15.0,,8,0.0012722646310432406
16,2015-01-22,SE CON MEN JAN/15,SE,2015-02-01,4.0,393.9975,0.0,26.0,9.0,16.0,,8,0.001264294790343179
17,2015-01-23,SE CON MEN JAN/15,SE,2015-02-01,,394.2481250000001,0.0,26.0,8.0,17.0,,8,0.0006361080971328814
18,2015-01-24,SE CON MEN JAN/15,SE,2015-02-01,,394.49875,0.0,26.0,7.0,18.0,,8,0.0006357037208482019
19,2015-01-25,SE CON MEN JAN/15,SE,2015-02-01,,394.749375,0.0,26.0,6.0,19.0,,8,0.0006352998583645242
20,2015-01-26,SE CON MEN JAN/15,SE,2015-02-01,1.0,395.0,0.0,26.0,5.0,20.0,,8,0.0006348965087026315
21,2015-01-27,SE CON MEN JAN/15,SE,2015-02-01,10.5,395.2476190476191,0.0,26.0,4.0,21.0,,8,0.0006268836648584131
22,2015-01-28,SE CON MEN JAN/15,SE,2015-02-01,2.0,395.0,0.0,26.0,3.0,22.0,,8,-0.0006264909279295461
23,2015-01-29,SE CON MEN JAN/15,SE,2015-02-01,1.0,394.0,0.0,26.0,2.0,23.0,,8,-0.0025316455696202667
24,2015-01-30,SE CON MEN JAN/15,SE,2015-02-01,,394.0,0.0,26.0,1.0,24.0,,8,0.0
25,2015-01-31,SE CON MEN JAN/15,SE,2015-02-01,,394.0,0.0,26.0,0.0,25.0,,8,0.0
26,2015-02-01,,,,,,,,,,7.75,,
27,2015-02-02,,,,,,,,,,7.75,,
28,2015-02-03,,,,,,,,,,7.75,,
29,2015-02-04,,,,,,,,,,7.75,,
30,2015-02-05,,,,,,,,,,7.75,,
31,2015-02-06,,,,,,,,,,7.75,,
32,2015-02-07,,,,,,,,,,7.75,,
33,2015-02-08,,,,,,,,,,7.75,,
34,2015-02-09,,,,,,,,,,7.75,,
35,2015-02-10,,,,,,,,,,7.75,,
36,2015-02-11,,,,,,,,,,7.75,,
37,2015-02-12,,,,,,,,,,7.75,,
38,2015-02-13,,,,,,,,,,7.75,,
39,2015-02-14,,,,,,,,,,7.75,,
40,2015-02-15,,,,,,,,,,7.75,,
41,2015-02-16,,,,,,,,,,7.75,,
42,2015-02-17,,,,,,,,,,7.75,,
43,2015-02-18,,,,,,,,,,7.75,,
44,2015-02-19,,,,,,,,,,7.75,,
45,2015-02-20,,,,,,,,,,7.75,,
46,2015-02-21,,,,,,,,,,7.75,,
47,2015-02-22,,,,,,,,,,7.75,,
48,2015-02-23,,,,,,,,,,7.75,,
49,2015-02-24,,,,,,,,,,7.75,,
50,2015-02-25,,,,,,,,,,7.75,,
51,2015-02-26,,,,,,,,,,7.75,,
52,2015-02-27,,,,,,,,,,7.75,,
53,2015-02-28,,,,,,,,,,7.75,,
54,2015-03-01,,,,,,,,,,7.75,,
55,2015-03-02,,,,,,,,,,7.75,,
56,2015-03-03,,,,,,,,,,7.75,,
57,2015-03-04,,,,,,,,,,7.75,,
58,2015-03-05,,,,,,,,,,7.75,,
59,2015-03-06,,,,,,,,,,7.75,,
60,2015-03-07,,,,,,,,,,7.75,,
61,2015-03-08,,,,,,,,,,7.75,,
62,2015-03-09,,,,,,,,,,7.75,,
63,2015-03-10,,,,,,,,,,7.75,,
64,2015-03-11,,,,,,,,,,7.75,,
65,2015-03-12,,,,,,,,,,7.75,,
66,2015-03-13,,,,,,,,,,7.75,,
67,2015-03-14,,,,,,,,,,7.75,,
68,2015-03-15,,,,,,,,,,7.75,,
69,2015-03-16,,,,,,,,,,7.75,,
70,2015-03-17,,,,,,,,,,7.75,,
71,2015-03-18,,,,,,,,,,7.75,,
72,2015-03-19,,,,,,,,,,7.75,,
73,2015-03-20,,,,,,,,,,7.75,,
74,2015-03-21,,,,,,,,,,7.75,,
75,2015-03-22,,,,,,,,,,7.75,,
76,2015-03-23,,,,,,,,,,7.75,,
77,2015-03-24,,,,,,,,,,7.75,,
78,2015-03-25,,,,,,,,,,7.75,,
79,2015-03-26,,,,,,,,,,7.75,,
80,2015-03-27,,,,,,,,,,7.75,,
81,2015-03-28,,,,,,,,,,7.75,,
82,2015-03-29,,,,,,,,,,7.75,,
83,2015-03-30,,,,,,,,,,7.75,,
84,2015-03-31,,,,,,,,,,7.75,,
85,2015-04-01,,,,,,,,,,7.75,,
86,2015-04-02,,,,,,,,,,7.75,,
87,2015-04-03,,,,,,,,,,7.75,,
88,2015-04-04,,,,,,,,,,7.75,,
89,2015-04-05,,,,,,,,,,7.75,,
90,2015-04-06,,,,,,,,,,7.75,,
91,2015-04-07,,,,,,,,,,7.75,,
92,2015-04-08,,,,,,,,,,7.75,,
93,2015-04-09,,,,,,,,,,7.75,,
94,2015-04-10,,,,,,,,,,7.75,,
95,2015-04-11,,,,,,,,,,7.75,,
96,2015-04-12,,,,,,,,,,7.75,,
97,2015-04-13,,,,,,,,,,7.75,,
98,2015-04-14,,,,,,,,,,7.75,,
99,2015-04-15,,,,,,,,,,7.75,,
