dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2015-04-24,352.0,,,,,,,,
2015-04-25,352.0,,,,,,,,
2015-04-26,352.0,,,,,,,,
2015-04-27,352.0,,,,,,,,
2015-04-28,352.0,,,,,,,,
2015-04-29,352.0,,,,,,,,
2015-04-30,352.0,,,,,,352.0,352.0,352.0
2015-05-01,,,,,,,,,
2015-05-02,,,,,,,,,
2015-05-03,,,,,,,,,
2015-05-04,,,,,,,,,
2015-05-05,,,,,,,,,
2015-05-06,,,,,,,,,
2015-05-07,,,,,,,,,
2015-05-08,,,,,,,,,
2015-05-09,,,,,,,,,
2015-05-10,,,,,,,,,
2015-05-11,,,,,,,,,
2015-05-12,,,,,,,,,
2015-05-13,,,,,,,,,
2015-05-14,,,,,,,,,
2015-05-15,,,,,,,,,
2015-05-16,,,,,,,,,
2015-05-17,,,,,,,,,
2015-05-18,,,,,,,,,
2015-05-19,,,,,,,,,
2015-05-20,,,,,,,,,
2015-05-21,,,,,,,,,
2015-05-22,,,,,,,,,
2015-05-23,,,,,,,,,
2015-05-24,,,0.0,,,,,,
2015-05-25,,,0.0,,,,,,
2015-05-26,345.0,,0.0,,,,,,
2015-05-27,345.0,,0.0,,,,,,
2015-05-28,345.0,,0.0,,,,,,
2015-05-29,345.0,,0.0,,,,,,
2015-05-30,345.0,,0.0,,,,,,
2015-05-31,345.0,,0.0,,,,,,
2015-06-01,,,0.0,,,,,,
2015-06-02,,,0.0,,,,,,
2015-06-03,,,0.0,,,,,,
2015-06-04,,,0.0,,,,,,
2015-06-05,,,0.0,,,,,,
2015-06-06,,,0.0,,,,,,
2015-06-07,,,0.0,,,,,,
2015-06-08,,,0.0,,,,,,
2015-06-09,,,0.0,,,,,,
2015-06-10,,,0.0,,,,,,
2015-06-11,,,0.0,,,,,,
2015-06-12,,,0.0,,,,,,
2015-06-13,,,0.0,,,,,,
2015-06-14,,,0.0,,,,,,
2015-06-15,,,0.0,,,,,,
2015-06-16,,,0.0,,,,,,
2015-06-17,,,0.0,,,,,,
2015-06-18,,,0.0,,,,,,
2015-06-19,,,0.0,,,,,,
2015-06-20,,,0.0,,,,,,
2015-06-21,,,0.0,,,,,,
2015-06-22,,,0.0,,,,,,
2015-06-23,,,0.0,,,,,,
2015-06-24,315.0,,0.0,,,,,,
2015-06-25,315.0,,0.0,,,,,,
2015-06-26,315.0,,0.0,,,,,,
2015-06-27,315.0,,0.0,,,,,,
2015-06-28,315.0,,0.0,,,,,,
2015-06-29,315.0,,0.0,,,,,,
2015-06-30,300.0,,0.0,,,,312.85714285714283,349.5994889989018,276.1147967153839
2015-07-01,,,0.0,,,,,,
2015-07-02,,,0.0,,,,,,
2015-07-03,,,0.0,,,,,,
2015-07-04,,,0.0,,,,,,
2015-07-05,,,0.0,,,,,,
2015-07-06,,,0.0,,,,,,
2015-07-07,,,0.0,,,,,,
2015-07-08,,,0.0,,,,,,
2015-07-09,,,0.0,,,,,,
2015-07-10,,,0.0,,,,,,
2015-07-11,,,0.0,,,,,,
2015-07-12,,,0.0,,,,,,
2015-07-13,,,0.0,,,,,,
2015-07-14,,,0.0,,,,,,
2015-07-15,,,0.0,,,,,,
2015-07-16,,,0.0,,,,,,
2015-07-17,,,0.0,,,,,,
