,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-01-06,SE CON MEN JAN/15,SE,2015-02-01,1.0,378.0,0.0,26.0,25.0,0.0,,0,2.6767976575981063
1,2015-01-07,SE CON MEN JAN/15,SE,2015-02-01,,378.6666666666667,0.0,26.0,24.0,1.0,,0,2.6785597725915054
2,2015-01-08,SE CON MEN JAN/15,SE,2015-02-01,,379.3333333333333,0.0,26.0,23.0,2.0,,0,2.6803187879966845
3,2015-01-09,SE CON MEN JAN/15,SE,2015-02-01,3.0,380.0,0.0,26.0,22.0,3.0,,0,2.68207471469895
4,2015-01-10,SE CON MEN JAN/15,SE,2015-02-01,,380.2857142857143,0.0,26.0,21.0,4.0,,0,2.6828263118782614
5,2015-01-11,SE CON MEN JAN/15,SE,2015-02-01,,380.57142857142856,0.0,26.0,20.0,5.0,,0,2.683577344583485
6,2015-01-12,SE CON MEN JAN/15,SE,2015-02-01,3.5,380.85714285714283,0.0,26.0,19.0,6.0,,0,2.6843278136618585
7,2015-01-13,SE CON MEN JAN/15,SE,2015-02-01,,382.57142857142856,0.0,26.0,18.0,7.0,,0,2.6888188391743224
8,2015-01-14,SE CON MEN JAN/15,SE,2015-02-01,,384.2857142857143,0.0,26.0,17.0,8.0,,0,2.69328978551909
9,2015-01-15,SE CON MEN JAN/15,SE,2015-02-01,1.0,386.0,0.0,26.0,16.0,9.0,,0,2.6977408314433493
10,2015-01-16,SE CON MEN JAN/15,SE,2015-02-01,,387.4,0.0,26.0,15.0,10.0,,0,2.7013612129514133
11,2015-01-17,SE CON MEN JAN/15,SE,2015-02-01,,388.8,0.0,26.0,14.0,11.0,,0,2.7049685345648022
12,2015-01-18,SE CON MEN JAN/15,SE,2015-02-01,,390.2,0.0,26.0,13.0,12.0,,0,2.7085628901675287
13,2015-01-19,SE CON MEN JAN/15,SE,2015-02-01,,391.6,0.0,26.0,12.0,13.0,,0,2.7121443726348735
14,2015-01-20,SE CON MEN JAN/15,SE,2015-02-01,4.0,393.0,0.0,26.0,11.0,14.0,,0,2.7157130738477795
15,2015-01-21,SE CON MEN JAN/15,SE,2015-02-01,1.0,393.5,0.0,26.0,10.0,15.0,,0,2.716984529835976
16,2015-01-22,SE CON MEN JAN/15,SE,2015-02-01,4.0,393.9975,0.0,26.0,9.0,16.0,,0,2.7182480260786566
17,2015-01-23,SE CON MEN JAN/15,SE,2015-02-01,,394.248125,0.0,26.0,8.0,17.0,,0,2.718883931944789
18,2015-01-24,SE CON MEN JAN/15,SE,2015-02-01,,394.49875,0.0,26.0,7.0,18.0,,0,2.7195194336916195
19,2015-01-25,SE CON MEN JAN/15,SE,2015-02-01,,394.749375,0.0,26.0,6.0,19.0,,0,2.720154531832459
20,2015-01-26,SE CON MEN JAN/15,SE,2015-02-01,1.0,395.0,0.0,26.0,5.0,20.0,,0,2.7207892268796403
21,2015-01-27,SE CON MEN JAN/15,SE,2015-02-01,10.5,395.2476190476191,0.0,26.0,4.0,21.0,,0,2.7214159141350134
22,2015-01-28,SE CON MEN JAN/15,SE,2015-02-01,2.0,395.0,0.0,26.0,3.0,22.0,,0,2.7207892268796403
23,2015-01-29,SE CON MEN JAN/15,SE,2015-02-01,1.0,394.0,0.0,26.0,2.0,23.0,,0,2.718254371276452
24,2015-01-30,SE CON MEN JAN/15,SE,2015-02-01,,394.0,0.0,26.0,1.0,24.0,,0,2.718254371276452
25,2015-01-31,SE CON MEN JAN/15,SE,2015-02-01,,394.0,0.0,26.0,0.0,25.0,,0,2.718254371276452
26,2015-02-01,,,,,,,,,,-0.25,,
27,2015-02-02,,,,,,,,,,-0.25,,
28,2015-02-03,,,,,,,,,,-0.25,,
29,2015-02-04,,,,,,,,,,-0.25,,
30,2015-02-05,,,,,,,,,,-0.25,,
31,2015-02-06,,,,,,,,,,-0.25,,
32,2015-02-07,,,,,,,,,,-0.25,,
33,2015-02-08,,,,,,,,,,-0.25,,
34,2015-02-09,,,,,,,,,,-0.25,,
35,2015-02-10,,,,,,,,,,-0.25,,
36,2015-02-11,,,,,,,,,,-0.25,,
37,2015-02-12,,,,,,,,,,-0.25,,
38,2015-02-13,,,,,,,,,,-0.25,,
39,2015-02-14,,,,,,,,,,-0.25,,
40,2015-02-15,,,,,,,,,,-0.25,,
41,2015-02-16,,,,,,,,,,-0.25,,
42,2015-02-17,,,,,,,,,,-0.25,,
43,2015-02-18,,,,,,,,,,-0.25,,
44,2015-02-19,,,,,,,,,,-0.25,,
45,2015-02-20,,,,,,,,,,-0.25,,
46,2015-02-21,,,,,,,,,,-0.25,,
47,2015-02-22,,,,,,,,,,-0.25,,
48,2015-02-23,,,,,,,,,,-0.25,,
49,2015-02-24,,,,,,,,,,-0.25,,
50,2015-02-25,,,,,,,,,,-0.25,,
51,2015-02-26,,,,,,,,,,-0.25,,
52,2015-02-27,,,,,,,,,,-0.25,,
53,2015-02-28,,,,,,,,,,-0.25,,
54,2015-03-01,,,,,,,,,,-0.25,,
55,2015-03-02,,,,,,,,,,-0.25,,
56,2015-03-03,,,,,,,,,,-0.25,,
57,2015-03-04,,,,,,,,,,-0.25,,
58,2015-03-05,,,,,,,,,,-0.25,,
59,2015-03-06,,,,,,,,,,-0.25,,
60,2015-03-07,,,,,,,,,,-0.25,,
61,2015-03-08,,,,,,,,,,-0.25,,
62,2015-03-09,,,,,,,,,,-0.25,,
63,2015-03-10,,,,,,,,,,-0.25,,
64,2015-03-11,,,,,,,,,,-0.25,,
65,2015-03-12,,,,,,,,,,-0.25,,
66,2015-03-13,,,,,,,,,,-0.25,,
67,2015-03-14,,,,,,,,,,-0.25,,
68,2015-03-15,,,,,,,,,,-0.25,,
69,2015-03-16,,,,,,,,,,-0.25,,
70,2015-03-17,,,,,,,,,,-0.25,,
71,2015-03-18,,,,,,,,,,-0.25,,
72,2015-03-19,,,,,,,,,,-0.25,,
73,2015-03-20,,,,,,,,,,-0.25,,
74,2015-03-21,,,,,,,,,,-0.25,,
75,2015-03-22,,,,,,,,,,-0.25,,
76,2015-03-23,,,,,,,,,,-0.25,,
77,2015-03-24,,,,,,,,,,-0.25,,
78,2015-03-25,,,,,,,,,,-0.25,,
79,2015-03-26,,,,,,,,,,-0.25,,
80,2015-03-27,,,,,,,,,,-0.25,,
81,2015-03-28,,,,,,,,,,-0.25,,
82,2015-03-29,,,,,,,,,,-0.25,,
83,2015-03-30,,,,,,,,,,-0.25,,
84,2015-03-31,,,,,,,,,,-0.25,,
85,2015-04-01,,,,,,,,,,-0.25,,
86,2015-04-02,,,,,,,,,,-0.25,,
87,2015-04-03,,,,,,,,,,-0.25,,
88,2015-04-04,,,,,,,,,,-0.25,,
89,2015-04-05,,,,,,,,,,-0.25,,
90,2015-04-06,,,,,,,,,,-0.25,,
91,2015-04-07,,,,,,,,,,-0.25,,
92,2015-04-08,,,,,,,,,,-0.25,,
93,2015-04-09,,,,,,,,,,-0.25,,
94,2015-04-10,,,,,,,,,,-0.25,,
95,2015-04-11,,,,,,,,,,-0.25,,
96,2015-04-12,,,,,,,,,,-0.25,,
97,2015-04-13,,,,,,,,,,-0.25,,
98,2015-04-14,,,,,,,,,,-0.25,,
99,2015-04-15,,,,,,,,,,-0.25,,
100,2015-04-16,,,,,,,,,,-0.25,,
101,2015-04-17,,,,,,,,,,-0.25,,
102,2015-04-18,,,,,,,,,,-0.25,,
103,2015-04-19,,,,,,,,,,-0.25,,
104,2015-04-20,,,,,,,,,,-0.25,,
105,2015-04-21,,,,,,,,,,-0.25,,
106,2015-04-22,,,,,,,,,,-0.25,,
107,2015-04-23,SE CON MEN ABR/15,SE,2015-05-01,3.3,388.00000000000006,0.0,8.0,7.0,0.0,,0,3.881563797943438
108,2015-04-24,SE CON MEN ABR/15,SE,2015-05-01,,388.00000000000006,0.0,8.0,6.0,1.0,,0,3.881563797943438
109,2015-04-25,SE CON MEN ABR/15,SE,2015-05-01,,388.00000000000006,0.0,8.0,5.0,2.0,,0,3.881563797943438
110,2015-04-26,SE CON MEN ABR/15,SE,2015-05-01,,388.00000000000006,0.0,8.0,4.0,3.0,,0,3.881563797943438
