,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-04-24,SE CON MEN MAI/15,SE,2015-06-01,3.0,375.3333333333333,1.0,38.0,37.0,0.0,,1,
1,2015-04-25,SE CON MEN MAI/15,SE,2015-06-01,,375.4980392156863,1.0,38.0,36.0,1.0,,1,0.00043882561905772555
2,2015-04-26,SE CON MEN MAI/15,SE,2015-06-01,,375.6627450980392,1.0,38.0,35.0,2.0,,1,0.0004386331356001083
3,2015-04-27,SE CON MEN MAI/15,SE,2015-06-01,,375.82745098039214,1.0,38.0,34.0,3.0,,1,0.0004384408209283652
4,2015-04-28,SE CON MEN MAI/15,SE,2015-06-01,,375.9921568627451,1.0,38.0,33.0,4.0,,1,0.00043824867481956353
5,2015-04-29,SE CON MEN MAI/15,SE,2015-06-01,,376.15686274509807,1.0,38.0,32.0,5.0,,1,0.0004380566970525468
6,2015-04-30,SE CON MEN MAI/15,SE,2015-06-01,,376.321568627451,1.0,38.0,31.0,6.0,,1,0.0004378648874061586
7,2015-05-01,SE CON MEN JUN/15,SE,2015-07-01,,354.1,1.0,68.0,60.0,7.0,,1,-0.05904941539359321
8,2015-05-02,SE CON MEN JUN/15,SE,2015-07-01,,354.4,1.0,68.0,59.0,8.0,,1,0.0008472182999150757
9,2015-05-03,SE CON MEN JUN/15,SE,2015-07-01,,354.7,1.0,68.0,58.0,9.0,,1,0.0008465011286682422
10,2015-05-04,SE CON MEN JUN/15,SE,2015-07-01,3.0,355.0,1.0,68.0,57.0,10.0,,1,0.0008457851705667707
11,2015-05-05,SE CON MEN JUN/15,SE,2015-07-01,,354.901,1.0,68.0,56.0,11.0,,1,-0.00027887323943653897
12,2015-05-06,SE CON MEN JUN/15,SE,2015-07-01,,354.802,1.0,68.0,55.0,12.0,,1,-0.00027895103141439836
13,2015-05-07,SE CON MEN JUN/15,SE,2015-07-01,,354.703,1.0,68.0,54.0,13.0,,1,-0.0002790288668047536
