dt,portfolio_value_x,cash_x,size_x,return_x,portfolio_value_y,cash_y,size_y,return_y,portfolio_value,cash,size,return
2016-09-20,100000.0,100000.0,0.0,,,,,,100000.0,100000.0,0,0.0
2016-09-21,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-22,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-23,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-24,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-25,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-26,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-27,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-28,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-29,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-09-30,100000.0,100000.0,0.0,0.0,,,,,100000.0,100000.0,0,0.0
2016-10-01,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-02,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-03,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-04,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-05,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-06,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-07,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-08,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-09,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-10,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-11,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-12,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-13,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2016-10-14,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
